session,clip,affective,visual,behavior,overall
20201229_02,256,0.75,0.75,0.75,0.75
20201229_02,257,0.75,0.75,0.75,0.75
20201229_02,258,0.75,0.75,0.75,0.75
20201229_02,259,0.75,0.75,0.75,0.75
20201229_02,260,0.75,0.75,0.75,0.75
20201229_02,261,0.75,0.75,0.75,0.75
20201229_02,262,0.75,0.75,0.75,0.75
20201229_02,263,0.75,0.75,0.75,0.75
20201229_02,264,0.75,0.75,0.75,0.75
20201229_02,265,0.75,0.75,0.75,0.75
20201229_02,266,0.6953,0.75,0.75,0.7318
20201229_02,267,0.5,0.75,0.75,0.6667
20201229_02,268,0.5,0.75,0.75,0.6667
20201229_02,269,0.5,0.75,0.75,0.6667
20201229_02,270,0.5,0.75,0.75,0.6667
20201229_02,271,0.5,0.75,0.75,0.6667
20201229_02,272,0.5,0.75,0.75,0.6667
20201229_02,273,0.5,0.75,0.75,0.6667
20201229_02,274,0.5,0.75,0.75,0.6667
20201229_02,275,0.5,0.75,0.75,0.6667
20201229_02,276,0.5,0.75,0.75,0.6667
20201229_02,277,0.5,0.75,0.75,0.6667
20201229_02,278,0.5,0.75,0.75,0.6667
20201229_02,279,0.5,0.75,0.75,0.6667
20201229_02,280,0.5,0.75,0.75,0.6667
20201229_02,281,0.5,0.75,0.75,0.6667
20201229_02,282,0.5,0.75,0.75,0.6667
20201229_02,283,0.5,0.75,0.75,0.6667
20201229_02,284,0.5,0.75,0.75,0.6667
20201229_02,285,0.5,0.75,0.75,0.6667
20201229_02,286,0.5,0.75,0.75,0.6667
20201229_02,287,0.5,0.75,0.75,0.6667
20201229_02,288,0.5,0.75,0.75,0.6667
20201229_02,289,0.5,0.75,0.75,0.6667
20201229_02,290,0.5,0.75,0.75,0.6667
20201229_02,291,0.5,0.75,0.75,0.6667
20201229_02,292,0.5,0.75,0.75,0.6667
20201229_02,293,0.5,0.75,0.75,0.6667
20201229_02,294,0.5,0.75,0.75,0.6667
20201229_02,295,0.5,0.75,0.75,0.6667
20201229_02,296,0.5,0.75,0.75,0.6667
20201229_02,297,0.5,0.75,0.75,0.6667
20201229_02,298,0.5,0.75,0.75,0.6667
20201229_02,299,0.5,0.75,0.75,0.6667
20201229_02,300,0.5,0.75,0.75,0.6667
20201229_02,301,0.5,0.75,0.75,0.6667
20201229_02,302,0.5,0.75,0.75,0.6667
20201229_02,303,0.5,0.75,0.75,0.6667
20201229_02,304,0.5,0.75,0.75,0.6667
20201229_02,305,0.5,0.75,0.75,0.6667
20201229_02,306,0.5,0.75,0.75,0.6667
20201229_02,307,0.5,0.75,0.75,0.6667
20201229_02,308,0.5,0.75,0.75,0.6667
20201229_02,309,0.5,0.75,0.75,0.6667
20201229_02,310,0.5,0.75,0.75,0.6667
20201229_02,311,0.5,0.75,0.75,0.6667
20201229_02,312,0.6875,0.75,0.75,0.7292
20201229_02,313,0.75,0.75,0.75,0.75
20201229_02,314,0.75,0.75,0.75,0.75
20201229_02,315,0.75,0.75,0.75,0.75
20201229_02,316,0.75,0.75,0.75,0.75
20201229_02,317,0.75,0.75,0.75,0.75
20201229_02,318,0.75,0.75,0.75,0.75
20201229_02,319,0.75,0.75,0.75,0.75
20201229_02,320,0.75,0.75,0.75,0.75
20201229_02,321,0.75,0.75,0.75,0.75
20201229_02,322,0.75,0.75,0.75,0.75
20201229_02,323,0.75,0.75,0.75,0.75
20201229_02,324,0.75,0.75,0.75,0.75
20201229_02,325,0.75,0.75,0.75,0.75
20201229_02,326,0.75,0.75,0.75,0.75
20201229_02,327,0.75,0.75,0.75,0.75
20201229_02,328,0.75,0.75,0.75,0.75
20201229_02,329,0.75,0.75,0.75,0.75
20201229_02,330,0.75,0.75,0.75,0.75
20201229_02,331,0.75,0.75,0.75,0.75
20201229_02,332,0.75,0.75,0.75,0.75
20201229_02,333,0.75,0.75,0.75,0.75
20201229_02,334,0.75,0.75,0.75,0.75
20201229_02,335,0.75,0.75,0.75,0.75
20201229_02,336,0.75,0.75,0.75,0.75
20201229_02,337,0.75,0.75,0.75,0.75
20201229_02,338,0.75,0.75,0.75,0.75
20201229_02,339,0.75,0.75,0.75,0.75
20201229_02,340,0.75,0.75,0.75,0.75
20201229_02,341,0.75,0.75,0.75,0.75
20201229_02,342,0.75,0.75,0.75,0.75
20201229_02,343,0.75,0.75,0.75,0.75
20201229_02,344,0.75,0.75,0.75,0.75
20201229_02,345,0.75,0.75,0.75,0.75
20201229_02,346,0.75,0.75,0.75,0.75
20201229_02,347,0.75,0.75,0.75,0.75
20201229_02,348,0.75,0.75,0.75,0.75
20201229_02,349,0.75,0.75,0.75,0.75
20201229_02,350,0.75,0.75,0.75,0.75
20201229_02,351,0.75,0.75,0.75,0.75
20201229_02,352,0.75,0.75,0.75,0.75
20201229_02,353,0.75,0.75,0.75,0.75
20201229_02,354,0.75,0.75,0.75,0.75
20201229_02,355,0.75,0.75,0.75,0.75
20201229_02,356,0.75,0.75,0.75,0.75
20201229_02,357,0.75,0.75,0.75,0.75
20201229_02,358,0.75,0.75,0.75,0.75
20201229_02,359,0.75,0.75,0.75,0.75
20201229_02,360,0.75,0.75,0.75,0.75
20201229_02,361,0.75,0.75,0.75,0.75
20201229_02,362,0.75,0.75,0.75,0.75
20201229_02,363,0.75,0.75,0.75,0.75
20201229_02,364,0.75,0.75,0.75,0.75
20201229_02,365,0.75,0.75,0.75,0.75
20201229_02,366,0.75,0.75,0.75,0.75
20201229_02,367,0.75,0.75,0.75,0.75
20201229_02,368,0.75,0.75,0.75,0.75
20201229_02,369,0.75,0.75,0.75,0.75
20201229_02,370,0.75,0.75,0.75,0.75
20201229_02,371,0.75,0.75,0.75,0.75
20201229_02,372,0.75,0.75,0.75,0.75
20201229_02,373,0.75,0.75,0.75,0.75
20201229_03,1,0.25,0.5,0.5,0.4167
20201229_03,2,0.25,0.5,0.5,0.4167
20201229_03,3,0.25,0.5,0.5,0.4167
20201229_03,4,0.25,0.5,0.5,0.4167
20201229_03,5,0.25,0.5,0.5,0.4167
20201229_03,6,0.25,0.5,0.5,0.4167
20201229_03,7,0.25,0.5,0.5,0.4167
20201229_03,8,0.375,0.5,0.5,0.4583
20201229_03,9,0.5,0.5,0.5,0.5
20201229_03,10,0.5,0.5,0.5,0.5
20201229_03,11,0.5,0.5,0.5,0.5
20201229_03,12,0.5,0.5,0.5,0.5
20201229_03,13,0.5,0.5,0.5,0.5
20201229_03,14,0.5,0.5,0.5,0.5
20201229_03,15,0.5,0.5,0.5,0.5
20201229_03,16,0.5,0.5,0.5,0.5
20201229_03,17,0.5,0.5,0.5,0.5
20201229_03,18,0.5,0.5,0.5,0.5
20201229_03,19,0.5,0.5,0.5,0.5
20201229_03,20,0.5,0.5,0.5,0.5
20201229_03,21,0.5,0.5,0.5,0.5
20201229_03,22,0.5,0.5,0.5,0.5
20201229_03,23,0.5,0.5,0.5,0.5
20201229_03,24,0.5,0.5,0.5,0.5
20201229_03,25,0.5,0.5,0.5,0.5
20201229_03,26,0.5,0.5,0.5,0.5
20201229_03,27,0.5,0.5,0.5,0.5
20201229_03,28,0.5,0.5,0.5,0.5
20201229_03,29,0.3984,0.3984,0.5,0.4323
20201229_03,30,0.25,0.25,0.5,0.3333
20201229_03,31,0.25,0.25,0.5,0.3333
20201229_03,32,0.25,0.25,0.5,0.3333
20201229_03,33,0.25,0.25,0.5,0.3333
20201229_03,34,0.25,0.25,0.5,0.3333
20201229_03,35,0.25,0.25,0.5,0.3333
20201229_03,36,0.25,0.25,0.5,0.3333
20201229_03,37,0.25,0.25,0.5,0.3333
20201229_03,38,0.25,0.25,0.5,0.3333
20201229_03,39,0.25,0.25,0.5,0.3333
20201229_03,40,0.25,0.25,0.5,0.3333
20201229_03,41,0.25,0.25,0.5,0.3333
20201229_03,42,0.25,0.25,0.5,0.3333
20201229_03,43,0.25,0.25,0.5,0.3333
20201229_03,44,0.25,0.25,0.5,0.3333
20201229_03,45,0.25,0.25,0.5,0.3333
20201229_03,46,0.25,0.25,0.5,0.3333
20201229_03,47,0.25,0.25,0.5,0.3333
20201229_03,48,0.25,0.25,0.5,0.3333
20201229_03,49,0.25,0.25,0.5,0.3333
20201229_03,50,0.25,0.25,0.5,0.3333
20201229_03,51,0.25,0.25,0.5,0.3333
20201229_03,52,0.25,0.25,0.5,0.3333
20201229_03,53,0.25,0.25,0.5,0.3333
20201229_03,54,0.25,0.25,0.5,0.3333
20201229_03,55,0.25,0.25,0.5,0.3333
20201229_03,56,0.25,0.25,0.5,0.3333
20201229_03,57,0.25,0.25,0.5,0.3333
20201229_03,58,0.25,0.25,0.5,0.3333
20201229_03,59,0.25,0.25,0.5,0.3333
20201229_03,60,0.25,0.25,0.5,0.3333
20201229_03,61,0.25,0.25,0.5,0.3333
20201229_03,62,0.25,0.25,0.5,0.3333
20201229_03,63,0.25,0.25,0.5,0.3333
20201229_03,64,0.25,0.25,0.5,0.3333
20201229_03,65,0.25,0.25,0.5,0.3333
20201229_03,66,0.25,0.25,0.5,0.3333
20201229_03,67,0.25,0.25,0.5,0.3333
20201229_03,68,0.25,0.25,0.5,0.3333
20201229_03,69,0.25,0.25,0.5,0.3333
20201229_03,70,0.25,0.25,0.5,0.3333
20201229_03,71,0.25,0.25,0.5,0.3333
20201229_03,72,0.25,0.25,0.5,0.3333
20201229_03,73,0.25,0.25,0.5,0.3333
20201229_03,74,0.25,0.25,0.5,0.3333
20201229_03,75,0.25,0.25,0.5,0.3333
20201229_03,76,0.2812,0.2812,0.5,0.3541
20201229_03,77,0.75,0.75,0.5,0.6667
20201229_03,78,0.75,0.75,0.5,0.6667
20201229_03,79,0.75,0.75,0.5,0.6667
20201229_03,80,0.75,0.75,0.5,0.6667
20201229_03,81,0.75,0.75,0.5,0.6667
20201229_03,82,0.75,0.75,0.5,0.6667
20201229_03,83,0.75,0.75,0.5,0.6667
20201229_03,84,0.75,0.75,0.5,0.6667
20201229_03,85,0.75,0.75,0.5,0.6667
20201229_03,86,0.75,0.75,0.5,0.6667
20201229_03,87,0.75,0.75,0.5,0.6667
20201229_03,88,0.75,0.75,0.5,0.6667
20201229_03,89,0.75,0.75,0.5,0.6667
20201229_03,90,0.75,0.75,0.5,0.6667
20201229_03,91,0.75,0.75,0.5,0.6667
20201229_03,92,0.75,0.6875,0.5,0.6458
20201229_03,93,0.2578,0.25,0.5,0.3359
20201229_03,94,0.0,0.25,0.5,0.25
20201229_03,95,0.0,0.25,0.5,0.25
20201229_03,96,0.0,0.25,0.5,0.25
20201229_03,97,0.0,0.25,0.5,0.25
20201229_03,98,0.0,0.25,0.5,0.25
20201229_03,99,0.0,0.25,0.5,0.25
20201229_03,100,0.0,0.25,0.5,0.25
20201229_03,101,0.0,0.25,0.5,0.25
20201229_03,102,0.0,0.25,0.5,0.25
20201229_03,103,0.0,0.25,0.5,0.25
20201229_03,104,0.0,0.25,0.5,0.25
20201229_03,105,0.0,0.25,0.5,0.25
20201229_03,106,0.0,0.25,0.5,0.25
20201229_03,107,0.0,0.25,0.5,0.25
20201229_03,108,0.0,0.25,0.5,0.25
20201229_03,109,0.0,0.25,0.5,0.25
20201229_03,110,0.0,0.25,0.5,0.25
20201229_03,111,0.0,0.25,0.5,0.25
20201229_03,112,0.0,0.25,0.5,0.25
20201229_03,113,0.0,0.25,0.5,0.25
20201229_03,114,0.0,0.25,0.5,0.25
20201229_03,115,0.0,0.25,0.5,0.25
20201229_03,116,0.0,0.25,0.5,0.25
20201229_03,117,0.0,0.25,0.5,0.25
20201229_03,118,0.0,0.25,0.5,0.25
20201229_03,119,0.0,0.25,0.5,0.25
20201229_03,120,0.0,0.25,0.5,0.25
20201229_03,121,0.0,0.25,0.5,0.25
20201229_03,122,0.0,0.25,0.5,0.25
20201229_03,123,0.0,0.25,0.5,0.25
20201229_03,124,0.0,0.25,0.5,0.25
20201229_03,125,0.0,0.25,0.5,0.25
20201229_03,126,0.0,0.25,0.5,0.25
20201229_03,127,0.0,0.25,0.5,0.25
20201229_03,128,0.0,0.25,0.5,0.25
20201229_03,129,0.0,0.25,0.5,0.25
20201229_03,130,0.0,0.25,0.5,0.25
20201229_03,131,0.0,0.25,0.5,0.25
20201229_03,132,0.0,0.25,0.5,0.25
20201229_03,133,0.0,0.25,0.5,0.25
20201229_03,134,0.0,0.25,0.5,0.25
20201229_03,135,0.0,0.25,0.5,0.25
20201229_03,136,0.0,0.25,0.5,0.25
20201229_03,137,0.0,0.25,0.5,0.25
20201229_03,138,0.0,0.25,0.5,0.25
20201229_03,139,0.0,0.25,0.5,0.25
20201229_03,140,0.0,0.25,0.5,0.25
20201229_03,141,0.0,0.25,0.5,0.25
20201229_03,142,0.0,0.25,0.5,0.25
20201229_03,143,0.0,0.25,0.5,0.25
20201229_03,144,0.0,0.25,0.5,0.25
20201229_03,145,0.0,0.25,0.5,0.25
20201229_03,146,0.0,0.25,0.5,0.25
20201229_03,147,0.0,0.25,0.5,0.25
20201229_03,148,0.0,0.25,0.5,0.25
20201229_03,149,0.0,0.25,0.5,0.25
20201229_03,150,0.0,0.25,0.5,0.25
20201229_03,151,0.0,0.25,0.5,0.25
20201229_03,152,0.0,0.25,0.5,0.25
20201229_03,153,0.0,0.25,0.5,0.25
20201229_03,154,0.0,0.25,0.5,0.25
20201229_03,155,0.0,0.25,0.5,0.25
20201229_03,156,0.0,0.25,0.5,0.25
20201229_03,157,0.0,0.25,0.5,0.25
20201229_03,158,0.0,0.25,0.5,0.25
20201229_03,159,0.0,0.25,0.5,0.25
20201229_03,160,0.0,0.25,0.5,0.25
20201229_03,161,0.0,0.25,0.5,0.25
20201229_03,162,0.0,0.25,0.5,0.25
20201229_03,163,0.0,0.25,0.5,0.25
20201229_03,164,0.0,0.25,0.5,0.25
20201229_03,165,0.0,0.25,0.5,0.25
20201229_03,166,0.0,0.25,0.5,0.25
20201229_03,167,0.0,0.25,0.5,0.25
20201229_03,168,0.0,0.25,0.5,0.25
20201229_03,169,0.0,0.25,0.5,0.25
20201229_03,170,0.0,0.25,0.5,0.25
20201229_03,171,0.0,0.25,0.5,0.25
20201229_03,172,0.0,0.25,0.5,0.25
20201229_03,173,0.0,0.25,0.5,0.25
20201229_03,174,0.0,0.25,0.5,0.25
20201229_03,175,0.0,0.25,0.5,0.25
20201229_03,176,0.0,0.25,0.5,0.25
20201229_03,177,0.0,0.25,0.5,0.25
20201229_03,178,0.0,0.25,0.5,0.25
20201229_03,179,0.0,0.25,0.5,0.25
20201229_03,180,0.0,0.25,0.5,0.25
20201229_03,181,0.0,0.25,0.5,0.25
20201229_03,182,0.0,0.25,0.5,0.25
20201229_03,183,0.0,0.25,0.5,0.25
20201229_03,184,0.0,0.25,0.5,0.25
20201229_03,185,0.0,0.25,0.5,0.25
20201229_03,186,0.0,0.25,0.5,0.25
20201229_03,187,0.0,0.25,0.5,0.25
20201229_03,188,0.0,0.25,0.5,0.25
20201229_03,189,0.0,0.25,0.5,0.25
20201229_03,190,0.0,0.25,0.5,0.25
20201229_03,191,0.0,0.25,0.5,0.25
20201229_03,192,0.0,0.25,0.5,0.25
20201229_03,193,0.0,0.25,0.5,0.25
20201229_03,194,0.0,0.25,0.5,0.25
20201229_03,195,0.0,0.25,0.5,0.25
20201229_03,196,0.0,0.25,0.5,0.25
20201229_03,197,0.0,0.25,0.5,0.25
20201229_03,198,0.0,0.25,0.5,0.25
20201229_03,199,0.0,0.25,0.5,0.25
20201229_03,200,0.0,0.25,0.5,0.25
20201229_03,201,0.0,0.25,0.5,0.25
20201229_03,202,0.0,0.25,0.5,0.25
20201229_03,203,0.0,0.25,0.5,0.25
20201229_03,204,0.0,0.25,0.5,0.25
20201229_03,205,0.0,0.25,0.5,0.25
20201229_03,206,0.0,0.25,0.5,0.25
20201229_03,207,0.0,0.25,0.5,0.25
20201229_03,208,0.0,0.25,0.5,0.25
20201229_03,209,0.0,0.25,0.5,0.25
20201229_03,210,0.0,0.25,0.5,0.25
20201229_03,211,0.0,0.25,0.5,0.25
20201229_03,212,0.0,0.25,0.5,0.25
20201229_03,213,0.0,0.25,0.5,0.25
20201229_03,214,0.0,0.25,0.5,0.25
20201229_03,215,0.0,0.25,0.5,0.25
20201229_03,216,0.4219,0.4609,0.5,0.4609
20201229_03,217,0.5,0.5,0.5,0.5
20201229_03,218,0.5,0.5,0.5,0.5
20201229_03,219,0.5,0.5,0.5,0.5
20201229_03,220,0.5,0.5,0.5,0.5
20201229_03,221,0.5,0.5,0.5,0.5
20201229_03,222,0.5,0.5,0.5,0.5
20201229_03,223,0.5,0.5,0.5,0.5
20201229_03,224,0.5,0.5,0.5,0.5
20201229_03,225,0.5,0.5,0.5,0.5
20201229_03,226,0.5,0.5,0.5,0.5
20201229_03,227,0.5,0.5,0.5,0.5
20201229_03,228,0.5,0.5,0.5,0.5
20201229_03,229,0.5,0.5,0.5,0.5
20201229_03,230,0.5,0.5,0.5,0.5
20201229_03,231,0.5,0.5,0.5,0.5
20201229_03,232,0.5,0.5,0.5,0.5
20201229_03,233,0.5,0.5,0.5,0.5
20201229_03,234,0.5,0.5,0.5,0.5
20201229_03,235,0.5,0.5,0.5,0.5
20201229_03,236,0.5,0.5,0.5,0.5
20201229_03,237,0.5,0.5,0.5,0.5
20201229_03,238,0.5,0.5,0.5,0.5
20201229_03,239,0.5,0.5,0.5,0.5
20201229_03,240,0.5,0.5,0.5,0.5
20201229_03,241,0.5,0.5,0.5,0.5
20201229_03,242,0.5,0.5,0.5,0.5
20201229_03,243,0.5,0.5,0.5,0.5
20201229_03,244,0.5,0.5,0.5,0.5
20201229_03,245,0.5,0.5,0.5,0.5
20201229_03,246,0.5,0.5,0.5,0.5
20201229_03,247,0.5,0.5,0.5,0.5
20201229_03,248,0.5,0.5,0.5,0.5
20201229_03,249,0.5,0.5,0.5,0.5
20201229_03,250,0.5,0.5,0.5,0.5
20201229_03,251,0.5,0.5,0.5,0.5
20201229_03,252,0.5,0.5,0.5,0.5
20201229_03,253,0.5,0.5,0.5,0.5
20201229_03,254,0.5,0.5,0.5,0.5
20201229_03,255,0.5,0.5,0.5,0.5
20201229_03,256,0.5,0.5,0.5,0.5
20201229_03,257,0.5,0.5,0.5,0.5
20201229_03,258,0.5,0.5,0.5,0.5
20201229_03,259,0.5,0.5,0.5,0.5
20201229_03,260,0.5,0.5,0.5,0.5
20201229_03,261,0.5937,0.4063,0.5,0.5
20201229_03,262,0.75,0.25,0.5,0.5
20201229_03,263,0.75,0.25,0.5,0.5
20201229_03,264,0.75,0.25,0.5,0.5
20201229_03,265,0.75,0.25,0.5,0.5
20201229_03,266,0.75,0.25,0.5,0.5
20201229_03,267,0.75,0.25,0.5,0.5
20201229_03,268,0.75,0.25,0.5,0.5
20201229_03,269,0.75,0.25,0.5,0.5
20201229_03,270,0.75,0.25,0.5,0.5
20201229_03,271,0.75,0.25,0.5,0.5
20201229_03,272,0.75,0.25,0.5,0.5
20201229_03,273,0.75,0.25,0.5,0.5
20201229_03,274,0.75,0.25,0.5,0.5
20201229_03,275,0.75,0.25,0.5,0.5
20201229_03,276,0.75,0.25,0.5,0.5
20201229_03,277,0.75,0.25,0.5,0.5
20201229_03,278,0.75,0.25,0.5,0.5
20201229_03,279,0.75,0.25,0.5,0.5
20201229_03,280,0.75,0.25,0.5,0.5
20201229_03,281,0.75,0.25,0.5,0.5
20201229_03,282,0.75,0.25,0.5,0.5
20201229_03,283,0.75,0.25,0.5,0.5
20201229_03,284,0.75,0.25,0.5,0.5
20201229_03,285,0.75,0.25,0.5,0.5
20201229_03,286,0.75,0.25,0.5,0.5
20201229_03,287,0.75,0.25,0.5,0.5
20201229_03,288,0.75,0.25,0.5,0.5
20201229_03,289,0.75,0.25,0.5,0.5
20201229_03,290,0.75,0.25,0.5,0.5
20201229_03,291,0.75,0.25,0.5,0.5
20201229_03,292,0.75,0.25,0.5,0.5
20201229_03,293,0.75,0.25,0.5,0.5
20201229_03,294,0.75,0.25,0.5,0.5
20201229_03,295,0.75,0.25,0.5,0.5
20201229_03,296,0.75,0.25,0.5,0.5
20201229_03,297,0.75,0.25,0.5,0.5
20201229_03,298,0.75,0.25,0.5,0.5
20201229_03,299,0.75,0.25,0.5,0.5
20201229_03,300,0.75,0.25,0.5,0.5
20201229_03,301,0.75,0.25,0.5,0.5
20201229_03,302,0.75,0.25,0.5,0.5
20201229_03,303,0.75,0.25,0.5,0.5
20201229_03,304,0.75,0.25,0.5,0.5
20201229_03,305,0.75,0.25,0.5,0.5
20201229_03,306,0.75,0.25,0.5,0.5
20201229_03,307,0.75,0.25,0.5,0.5
20201229_03,308,0.75,0.25,0.5,0.5
20201229_03,309,0.75,0.25,0.5,0.5
20201229_03,310,0.75,0.25,0.5,0.5
20201229_03,311,0.75,0.25,0.5,0.5
20201229_03,312,0.75,0.25,0.5,0.5
20201229_03,313,0.75,0.25,0.5,0.5
20201229_03,314,0.75,0.25,0.5,0.5
20201229_03,315,0.75,0.25,0.5,0.5
20201229_03,316,0.75,0.25,0.5,0.5
20201229_03,317,0.75,0.25,0.5,0.5
20201229_03,318,0.75,0.25,0.5,0.5
20201229_03,319,0.75,0.25,0.5,0.5
20201229_03,320,0.75,0.25,0.5,0.5
20201229_03,321,0.75,0.25,0.5,0.5
20201229_03,322,0.75,0.25,0.5,0.5
20201229_03,323,0.75,0.25,0.5,0.5
20201229_03,324,0.75,0.25,0.5,0.5
20201229_03,325,0.75,0.25,0.5,0.5
20201229_03,326,0.75,0.25,0.5,0.5
20201229_03,327,0.75,0.25,0.5,0.5
20201229_03,328,0.75,0.25,0.5,0.5
20201229_03,329,0.75,0.25,0.5,0.5
20201229_03,330,0.75,0.25,0.5,0.5
20201229_03,331,0.75,0.25,0.5,0.5
20201229_03,332,0.75,0.25,0.5,0.5
20201229_03,333,0.75,0.25,0.5,0.5
20201229_03,334,0.75,0.25,0.5,0.5
20201229_03,335,0.75,0.25,0.5,0.5
20201229_03,336,0.75,0.25,0.5,0.5
20201229_03,337,0.75,0.25,0.5,0.5
20201229_03,338,0.75,0.25,0.5,0.5
20201229_03,339,0.75,0.25,0.5,0.5
20201229_03,340,0.75,0.25,0.5,0.5
20201229_03,341,0.75,0.25,0.5,0.5
20201229_03,342,0.75,0.25,0.5,0.5
20201229_03,343,0.75,0.25,0.5,0.5
20201229_03,344,0.75,0.25,0.5,0.5
20201229_03,345,0.75,0.25,0.5,0.5
20201229_03,346,0.75,0.25,0.5,0.5
20201229_03,347,0.75,0.25,0.5,0.5
20201229_03,348,0.75,0.25,0.5,0.5
20201229_03,349,0.75,0.25,0.5,0.5
20201229_03,350,0.75,0.25,0.5,0.5
20201229_03,351,0.75,0.25,0.5,0.5
20201229_03,352,0.75,0.25,0.5,0.5
20201229_03,353,0.75,0.25,0.5,0.5
20201229_03,354,0.75,0.25,0.5,0.5
20201229_03,355,0.75,0.25,0.5,0.5
20201229_03,356,0.75,0.25,0.5,0.5
20201229_03,357,0.75,0.25,0.5,0.5
20201229_03,358,0.75,0.25,0.5,0.5
20201229_03,359,0.75,0.25,0.5,0.5
20201229_03,360,0.75,0.25,0.5,0.5
20201229_03,361,0.75,0.25,0.5,0.5
20201229_03,362,0.75,0.25,0.5,0.5
20201229_03,363,0.75,0.25,0.5,0.5
20201229_03,364,0.75,0.25,0.5,0.5
20201229_03,365,0.75,0.25,0.5,0.5
20201229_03,366,0.75,0.25,0.5,0.5
20201229_03,367,0.75,0.25,0.5,0.5
20201229_03,368,0.75,0.25,0.5,0.5
20201229_03,369,0.75,0.25,0.5,0.5
20201229_03,370,0.75,0.25,0.5,0.5
20201229_03,371,0.75,0.25,0.5,0.5
20201229_03,372,0.75,0.25,0.5,0.5
20201229_03,373,0.75,0.25,0.5,0.5
20201229_03,374,0.75,0.25,0.5,0.5
20201229_03,375,0.75,0.25,0.5,0.5
20201229_03,376,0.75,0.25,0.5,0.5
20201229_03,377,0.75,0.25,0.5,0.5
20201229_03,378,0.75,0.25,0.5,0.5
20201229_03,379,0.75,0.25,0.5,0.5
20201229_03,380,0.75,0.25,0.5,0.5
20201229_03,381,0.75,0.25,0.5,0.5
20201229_03,382,0.75,0.25,0.5,0.5
20201229_03,383,0.75,0.25,0.5,0.5
20201229_03,384,0.75,0.25,0.5,0.5
20201229_03,385,0.75,0.25,0.5,0.5
20201229_03,386,0.75,0.25,0.5,0.5
20201229_03,387,0.75,0.25,0.5,0.5
20201229_03,388,0.75,0.25,0.5,0.5
20201229_03,389,0.75,0.25,0.5,0.5
20201229_03,390,0.75,0.25,0.5,0.5
20201229_03,391,0.75,0.25,0.5,0.5
20201229_03,392,0.75,0.25,0.5,0.5
20201229_03,393,0.75,0.25,0.5,0.5
20201229_03,394,0.75,0.25,0.5,0.5
20201229_03,395,0.75,0.25,0.5,0.5
20201229_03,396,0.75,0.25,0.5,0.5
20201229_03,397,0.75,0.25,0.5,0.5
20201229_03,398,0.75,0.25,0.5,0.5
20201229_03,399,0.75,0.25,0.5,0.5
20201229_03,400,0.75,0.25,0.5,0.5
20201229_03,401,0.75,0.25,0.5,0.5
20201229_03,402,0.75,0.25,0.5,0.5
20201229_03,403,0.75,0.25,0.5,0.5
20201229_03,404,0.75,0.25,0.5,0.5
20201229_03,405,0.75,0.25,0.5,0.5
20201229_03,406,0.75,0.25,0.5,0.5
20201229_03,407,0.75,0.25,0.5,0.5
20201229_03,408,0.75,0.25,0.5,0.5
20201229_03,409,0.75,0.25,0.5,0.5
20201229_03,410,0.75,0.25,0.5,0.5
20201229_03,411,0.75,0.25,0.5,0.5
20201229_03,412,0.75,0.25,0.5,0.5
20201229_03,413,0.75,0.25,0.5,0.5
20201229_03,414,0.75,0.25,0.5,0.5
20201229_03,415,0.75,0.25,0.5,0.5
20201229_03,416,0.75,0.25,0.5,0.5
20201229_03,417,0.75,0.25,0.5,0.5
20201229_03,418,0.75,0.25,0.5,0.5
20201229_03,419,0.75,0.25,0.5,0.5
20201229_03,420,0.75,0.25,0.5,0.5
20201229_03,421,0.75,0.25,0.5,0.5
20201229_03,422,0.75,0.25,0.5,0.5
20201229_03,423,0.75,0.25,0.5,0.5
20201229_03,424,0.75,0.25,0.5,0.5
20201229_03,425,0.75,0.25,0.5,0.5
20201229_03,426,0.75,0.25,0.5,0.5
20201229_03,427,0.75,0.25,0.5,0.5
20201229_03,428,0.75,0.25,0.5,0.5
20201229_03,429,0.75,0.25,0.5,0.5
20201229_03,430,0.75,0.25,0.5,0.5
20201229_03,431,0.75,0.25,0.5,0.5
20201229_03,432,0.75,0.25,0.5,0.5
20201229_03,433,0.75,0.25,0.5,0.5
20201229_03,434,0.75,0.25,0.5,0.5
20201229_03,435,0.75,0.25,0.5,0.5
20201229_03,436,0.75,0.25,0.5,0.5
20201229_03,437,0.75,0.25,0.5,0.5
20201229_03,438,0.75,0.25,0.5,0.5
20201229_03,439,0.75,0.25,0.5,0.5
20201229_03,440,0.75,0.25,0.5,0.5
20201229_03,441,0.75,0.25,0.5,0.5
20201229_03,442,0.75,0.25,0.5,0.5
20201229_03,443,0.75,0.25,0.5,0.5
20201229_03,444,0.75,0.25,0.5,0.5
20201229_03,445,0.75,0.25,0.5,0.5
20201229_03,446,0.75,0.25,0.5,0.5
20201229_03,447,0.75,0.25,0.5,0.5
20201229_03,448,0.75,0.25,0.5,0.5
20201229_03,449,0.75,0.25,0.5,0.5
20201229_03,450,0.75,0.25,0.5,0.5
20201229_03,451,0.75,0.25,0.5,0.5
20201229_03,452,0.75,0.25,0.5,0.5
20201229_03,453,0.75,0.25,0.5,0.5
20201229_03,454,0.75,0.25,0.5,0.5
20201229_03,455,0.75,0.25,0.5,0.5
20201229_03,456,0.75,0.25,0.5,0.5
20201229_03,457,0.75,0.25,0.5,0.5
20201229_03,458,0.75,0.25,0.5,0.5
20201229_03,459,0.75,0.25,0.5,0.5
