session,clip,affective,visual,behavioral,overall,class_value,class
20201222_08,2,0.5,0.5,0.5,0.5,0.5,6
20201222_08,3,0.5,0.5,0.5,0.5,0.5,6
20201222_08,4,0.5,0.5,0.5,0.5,0.5,6
20201222_08,5,0.5,0.5,0.5,0.5,0.5,6
20201222_08,6,0.5,0.5,0.5,0.5,0.5,6
20201222_08,7,0.5,0.5,0.5,0.5,0.5,6
20201222_08,8,0.5,0.5,0.5,0.5,0.5,6
20201222_08,9,0.5,0.5,0.5,0.5,0.5,6
20201222_08,10,0.5,0.5,0.5,0.5,0.5,6
20201222_08,11,0.5,0.5,0.5,0.5,0.5,6
20201222_08,12,0.5,0.5,0.5,0.5,0.5,6
20201222_08,13,0.5,0.5,0.5,0.5,0.5,6
20201222_08,14,0.5,0.5,0.5,0.5,0.5,6
20201222_08,15,0.5,0.5,0.5,0.5,0.5,6
20201222_08,16,0.5,0.5,0.5,0.5,0.5,6
20201222_08,17,0.375,0.375,0.5,0.4167,0.4167,5
20201222_08,18,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,19,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,20,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,21,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,22,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,23,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,24,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,25,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,26,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,27,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,28,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,29,0.25,0.25,0.5,0.3333,0.3333,4
20201222_08,30,0.4375,0.625,0.5,0.5208,0.5,6
20201222_08,31,0.5,0.75,0.5,0.5833,0.5833,7
20201222_08,32,0.5,0.75,0.5,0.5833,0.5833,7
20201222_08,33,0.5,0.75,0.5,0.5833,0.5833,7
20201222_08,34,0.6328,0.75,0.5,0.6276,0.6667,8
20201222_08,35,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,36,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,37,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,38,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,39,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,40,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,41,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,42,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,43,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,44,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,45,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,46,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,47,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,48,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,49,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,50,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,51,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,52,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,53,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,54,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,55,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,56,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,57,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,58,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,59,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,60,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,61,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,62,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,63,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,64,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,65,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,66,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,67,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,68,0.75,0.75,0.5,0.6667,0.6667,8
20201222_08,69,0.375,0.3281,0.3125,0.3385,0.3333,4
20201222_08,70,0.25,0.25,0.25,0.25,0.25,3
20201222_08,71,0.25,0.25,0.25,0.25,0.25,3
20201222_09,1,0.75,0.75,0.75,0.75,0.75,9
20201222_09,2,0.75,0.75,0.75,0.75,0.75,9
20201222_09,3,0.75,0.75,0.75,0.75,0.75,9
20201222_09,4,0.75,0.75,0.75,0.75,0.75,9
20201222_09,5,0.75,0.75,0.75,0.75,0.75,9
20201222_09,6,0.75,0.75,0.75,0.75,0.75,9
20201222_09,7,0.75,0.75,0.75,0.75,0.75,9
20201222_09,8,0.75,0.75,0.75,0.75,0.75,9
20201222_09,9,0.75,0.75,0.75,0.75,0.75,9
20201222_09,10,0.75,0.75,0.75,0.75,0.75,9
20201222_09,11,0.75,0.75,0.75,0.75,0.75,9
20201222_09,12,0.75,0.75,0.75,0.75,0.75,9
20201222_09,13,0.75,0.75,0.75,0.75,0.75,9
20201222_09,14,0.5078,0.75,0.75,0.6693,0.6667,8
20201222_09,15,0.5,0.75,0.75,0.6667,0.6667,8
20201222_09,16,0.5,0.75,0.75,0.6667,0.6667,8
20201222_09,17,0.5,0.75,0.75,0.6667,0.6667,8
20201222_09,18,0.5,0.75,0.75,0.6667,0.6667,8
20201222_09,19,0.5,0.75,0.75,0.6667,0.6667,8
20201222_09,20,0.5,0.75,0.75,0.6667,0.6667,8
20201222_09,21,0.5,0.75,0.75,0.6667,0.6667,8
20201222_09,22,0.5391,0.75,0.75,0.6797,0.6667,8
20201222_09,23,0.75,0.75,0.75,0.75,0.75,9
20201222_09,24,0.75,0.75,0.75,0.75,0.75,9
20201222_09,25,0.75,0.75,0.75,0.75,0.75,9
20201222_09,26,0.75,0.75,0.75,0.75,0.75,9
20201222_09,27,0.75,0.75,0.75,0.75,0.75,9
20201222_09,28,0.75,0.75,0.75,0.75,0.75,9
20201222_09,29,0.75,0.75,0.75,0.75,0.75,9
20201222_09,30,0.75,0.75,0.75,0.75,0.75,9
20201222_09,31,0.75,0.75,0.75,0.75,0.75,9
20201222_09,32,0.75,0.75,0.75,0.75,0.75,9
20201222_09,33,0.75,0.75,0.75,0.75,0.75,9
20201222_09,34,0.75,0.75,0.75,0.75,0.75,9
20201222_09,35,0.75,0.75,0.75,0.75,0.75,9
20201222_09,36,0.75,0.75,0.75,0.75,0.75,9
20201222_09,37,0.6406,0.6406,0.75,0.6771,0.6667,8
20201222_09,38,0.5,0.5,0.75,0.5833,0.5833,7
20201222_09,39,0.5,0.5,0.75,0.5833,0.5833,7
20201222_09,40,0.7266,0.75,0.75,0.7422,0.75,9
20201222_09,41,0.75,0.75,0.75,0.75,0.75,9
20201222_09,42,0.75,0.75,0.75,0.75,0.75,9
20201222_09,43,0.75,0.75,0.75,0.75,0.75,9
20201222_09,44,0.75,0.75,0.75,0.75,0.75,9
20201222_09,45,0.75,0.75,0.75,0.75,0.75,9
20201222_09,46,0.75,0.75,0.75,0.75,0.75,9
20201222_09,47,0.75,0.75,0.75,0.75,0.75,9
20201222_09,48,0.75,0.75,0.75,0.75,0.75,9
20201222_09,49,0.75,0.75,0.75,0.75,0.75,9
20201222_09,50,0.75,0.75,0.75,0.75,0.75,9
20201222_09,51,0.75,0.75,0.75,0.75,0.75,9
20201222_09,52,0.75,0.75,0.75,0.75,0.75,9
20201222_09,53,0.75,0.75,0.75,0.75,0.75,9
20201222_09,54,0.75,0.75,0.75,0.75,0.75,9
20201222_09,55,0.75,0.75,0.75,0.75,0.75,9
20201222_09,56,0.75,0.75,0.75,0.75,0.75,9
20201222_09,57,0.75,0.75,0.75,0.75,0.75,9
20201222_09,58,0.75,0.75,0.75,0.75,0.75,9
20201222_09,59,0.75,0.75,0.75,0.75,0.75,9
20201222_09,60,0.75,0.75,0.75,0.75,0.75,9
20201222_09,61,0.75,0.75,0.75,0.75,0.75,9
20201222_09,62,0.75,0.75,0.75,0.75,0.75,9
20201222_09,63,0.75,0.75,0.75,0.75,0.75,9
20201222_09,64,0.75,0.75,0.75,0.75,0.75,9
20201222_09,65,0.75,0.75,0.75,0.75,0.75,9
20201222_09,66,0.75,0.75,0.75,0.75,0.75,9
20201222_09,67,0.75,0.75,0.75,0.75,0.75,9
20201222_09,68,0.75,0.4531,0.75,0.651,0.6667,8
20201222_09,69,0.75,0.5781,0.75,0.6927,0.6667,8
20201222_09,70,0.8359,0.75,0.75,0.7786,0.75,9
20201222_09,71,0.9688,0.75,0.75,0.8229,0.8333,10
20201222_09,72,0.75,0.75,0.75,0.75,0.75,9
20201222_09,73,0.75,0.75,0.75,0.75,0.75,9
20201222_09,74,0.75,0.75,0.75,0.75,0.75,9
20201222_09,75,0.75,0.5625,0.75,0.6875,0.6667,8
20201222_09,76,0.75,0.6797,0.75,0.7266,0.75,9
20201222_09,77,0.75,0.75,0.75,0.75,0.75,9
20201222_09,78,0.75,0.75,0.75,0.75,0.75,9
20201222_09,79,0.75,0.75,0.75,0.75,0.75,9
20201222_09,80,0.75,0.75,0.75,0.75,0.75,9
20201222_10,1,0.25,0.5,0.5,0.4167,0.4167,5
20201222_10,2,0.25,0.3047,0.5,0.3516,0.3333,4
20201222_10,3,0.25,0.25,0.5,0.3333,0.3333,4
20201222_10,4,0.25,0.25,0.5,0.3333,0.3333,4
20201222_10,5,0.25,0.25,0.5,0.3333,0.3333,4
20201222_10,6,0.25,0.25,0.5,0.3333,0.3333,4
20201222_10,7,0.25,0.25,0.5,0.3333,0.3333,4
20201222_10,8,0.3281,0.3281,0.5,0.3854,0.4167,5
20201222_10,9,0.5,0.5,0.5,0.5,0.5,6
20201222_10,10,0.5,0.5,0.5,0.5,0.5,6
20201222_10,11,0.5,0.5,0.5,0.5,0.5,6
20201222_10,12,0.5,0.5,0.5,0.5,0.5,6
20201222_10,13,0.5,0.5,0.5,0.5,0.5,6
20201222_10,14,0.5,0.5,0.5,0.5,0.5,6
20201222_10,15,0.5,0.5,0.5,0.5,0.5,6
20201222_10,16,0.5,0.5,0.5,0.5,0.5,6
20201222_10,17,0.5,0.5,0.5,0.5,0.5,6
20201222_10,18,0.5,0.5,0.5,0.5,0.5,6
20201222_10,19,0.5,0.5,0.5,0.5,0.5,6
20201222_10,20,0.5,0.5,0.5,0.5,0.5,6
20201222_10,21,0.5938,0.5,0.5,0.5312,0.5,6
20201222_10,22,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,23,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,24,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,25,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,26,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,27,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,28,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,29,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,30,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,31,0.75,0.5,0.5,0.5833,0.5833,7
20201222_10,32,0.625,0.5,0.5,0.5417,0.5833,7
20201222_10,33,0.5,0.5,0.5,0.5,0.5,6
20201222_10,34,0.5,0.5,0.5,0.5,0.5,6
20201222_10,35,0.5,0.5,0.5,0.5,0.5,6
20201222_10,36,0.5,0.5,0.5,0.5,0.5,6
20201222_10,37,0.5,0.5,0.5,0.5,0.5,6
20201222_10,38,0.5,0.5,0.5,0.5,0.5,6
20201222_10,39,0.5,0.5,0.5,0.5,0.5,6
20201222_10,40,0.5,0.5,0.5,0.5,0.5,6
20201222_10,41,0.5,0.5,0.5,0.5,0.5,6
20201222_10,42,0.5,0.5,0.5,0.5,0.5,6
20201222_10,43,0.5,0.5,0.5,0.5,0.5,6
20201222_10,44,0.5,0.5,0.5,0.5,0.5,6
20201222_10,45,0.5,0.5,0.5,0.5,0.5,6
20201222_10,46,0.5,0.5,0.5,0.5,0.5,6
20201222_10,47,0.5,0.5,0.5,0.5,0.5,6
20201222_10,48,0.5,0.5,0.5,0.5,0.5,6
20201222_10,49,0.5,0.5,0.5,0.5,0.5,6
20201222_10,50,0.5,0.5,0.5,0.5,0.5,6
20201222_10,51,0.5,0.5,0.5,0.5,0.5,6
20201222_10,52,0.5,0.5,0.5,0.5,0.5,6
20201222_10,53,0.5,0.5,0.5,0.5,0.5,6
20201222_10,54,0.5,0.5,0.5,0.5,0.5,6
20201222_10,55,0.5,0.5,0.5,0.5,0.5,6
20201222_10,56,0.5,0.5,0.5,0.5,0.5,6
20201222_10,57,0.5,0.5,0.5,0.5,0.5,6
20201222_10,58,0.5,0.5,0.5,0.5,0.5,6
20201222_10,59,0.5,0.5,0.5,0.5,0.5,6
20201222_10,60,0.5,0.5,0.5,0.5,0.5,6
20201222_11,1,0.9844,0.75,0.75,0.8281,0.8333,10
20201222_11,2,0.75,0.75,0.75,0.75,0.75,9
20201222_11,3,0.75,0.75,0.75,0.75,0.75,9
20201222_11,4,0.75,0.75,0.75,0.75,0.75,9
20201222_11,5,0.75,0.75,0.75,0.75,0.75,9
20201222_11,6,0.75,0.75,0.75,0.75,0.75,9
20201222_11,7,0.5938,0.75,0.75,0.6979,0.6667,8
20201222_11,8,0.5,0.6719,0.75,0.6406,0.6667,8
20201222_11,9,0.5,0.5,0.75,0.5833,0.5833,7
20201222_11,10,0.5,0.5,0.75,0.5833,0.5833,7
20201222_11,11,0.5,0.5,0.75,0.5833,0.5833,7
20201222_11,12,0.4297,0.5703,0.75,0.5833,0.5833,7
20201222_11,13,0.25,0.75,0.75,0.5833,0.5833,7
20201222_11,14,0.5469,0.75,0.75,0.6823,0.6667,8
20201222_11,15,0.6562,0.75,0.75,0.7188,0.75,9
20201222_11,16,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,17,0.5078,0.75,0.75,0.6693,0.6667,8
20201222_11,18,0.75,0.75,0.75,0.75,0.75,9
20201222_11,19,0.75,0.75,0.75,0.75,0.75,9
20201222_11,20,0.75,0.75,0.75,0.75,0.75,9
20201222_11,21,0.75,0.75,0.75,0.75,0.75,9
20201222_11,22,0.75,0.75,0.75,0.75,0.75,9
20201222_11,23,0.75,0.75,0.75,0.75,0.75,9
20201222_11,24,0.75,0.75,0.75,0.75,0.75,9
20201222_11,25,0.75,0.75,0.75,0.75,0.75,9
20201222_11,26,0.75,0.75,0.75,0.75,0.75,9
20201222_11,27,0.75,0.75,0.75,0.75,0.75,9
20201222_11,28,0.75,0.75,0.75,0.75,0.75,9
20201222_11,29,0.75,0.75,0.75,0.75,0.75,9
20201222_11,30,0.75,0.75,0.75,0.75,0.75,9
20201222_11,31,0.75,0.75,0.75,0.75,0.75,9
20201222_11,32,0.75,0.75,0.75,0.75,0.75,9
20201222_11,33,0.75,0.75,0.75,0.75,0.75,9
20201222_11,34,0.75,0.75,0.75,0.75,0.75,9
20201222_11,35,0.75,0.75,0.75,0.75,0.75,9
20201222_11,36,0.75,0.75,0.75,0.75,0.75,9
20201222_11,37,0.75,0.75,0.75,0.75,0.75,9
20201222_11,38,0.75,0.75,0.75,0.75,0.75,9
20201222_11,39,0.75,0.75,0.75,0.75,0.75,9
20201222_11,40,0.75,0.75,0.75,0.75,0.75,9
20201222_11,41,0.75,0.75,0.75,0.75,0.75,9
20201222_11,42,0.75,0.75,0.75,0.75,0.75,9
20201222_11,43,0.7109,0.75,0.75,0.737,0.75,9
20201222_11,44,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,45,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,46,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,47,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,48,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,49,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,50,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,51,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,52,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,53,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,54,0.5,0.75,0.75,0.6667,0.6667,8
20201222_11,55,0.5,0.4375,0.5938,0.5104,0.5,6
20201222_11,56,0.5,0.25,0.5,0.4167,0.4167,5
20201222_12,1,0.5,0.75,0.5,0.5833,0.5833,7
20201222_12,2,0.5312,0.75,0.5,0.5938,0.5833,7
20201222_12,3,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,4,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,5,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,6,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,7,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,8,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,9,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,10,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,11,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,12,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,13,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,14,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,15,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,16,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,17,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,18,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,19,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,20,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,21,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,22,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,23,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,24,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,25,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,26,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,27,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,28,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,29,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,30,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,31,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,32,0.75,0.6719,0.5,0.6406,0.6667,8
20201222_12,33,0.75,0.5,0.5,0.5833,0.5833,7
20201222_12,34,0.75,0.5,0.5,0.5833,0.5833,7
20201222_12,35,0.75,0.6016,0.5,0.6172,0.5833,7
20201222_12,36,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,37,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,38,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,39,0.75,0.75,0.5,0.6667,0.6667,8
20201222_12,40,0.5234,0.75,0.2734,0.5156,0.5,6
20201222_12,41,0.5,0.75,0.25,0.5,0.5,6
20201222_12,42,0.5,0.75,0.25,0.5,0.5,6
20201222_13,1,0.5,0.5,0.75,0.5833,0.5833,7
20201222_13,2,0.5,0.5,0.75,0.5833,0.5833,7
20201222_13,3,0.5,0.6641,0.75,0.638,0.6667,8
20201222_13,4,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,5,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,6,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,7,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,8,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,9,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,10,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,11,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,12,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,13,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,14,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,15,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,16,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,17,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,18,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,19,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,20,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,21,0.5,0.75,0.75,0.6667,0.6667,8
20201222_13,22,0.5391,0.75,0.75,0.6797,0.6667,8
20201222_13,23,0.75,0.75,0.75,0.75,0.75,9
20201222_13,24,0.75,0.75,0.75,0.75,0.75,9
20201222_13,25,0.75,0.75,0.75,0.75,0.75,9
20201222_13,26,0.75,0.75,0.75,0.75,0.75,9
20201222_13,27,0.75,0.75,0.75,0.75,0.75,9
20201222_13,28,0.75,0.6719,0.75,0.724,0.75,9
20201222_13,29,0.75,0.25,0.75,0.5833,0.5833,7
20201222_13,30,0.75,0.25,0.75,0.5833,0.5833,7
20201222_13,31,0.75,0.25,0.75,0.5833,0.5833,7
20201222_13,32,0.75,0.25,0.75,0.5833,0.5833,7
20201222_13,33,0.75,0.25,0.75,0.5833,0.5833,7
20201222_13,34,0.75,0.25,0.75,0.5833,0.5833,7
20201222_13,35,0.75,0.4531,0.75,0.651,0.6667,8
20201222_13,36,0.75,0.75,0.75,0.75,0.75,9
20201222_13,37,0.75,0.75,0.75,0.75,0.75,9
20201222_13,38,0.75,0.75,0.75,0.75,0.75,9
20201222_13,39,0.75,0.75,0.75,0.75,0.75,9
20201222_13,40,0.75,0.75,0.75,0.75,0.75,9
20201222_13,41,0.75,0.75,0.75,0.75,0.75,9
20201222_13,42,0.6328,0.6328,0.75,0.6719,0.6667,8
20201222_13,43,0.5,0.5,0.75,0.5833,0.5833,7
20201222_13,44,0.5,0.5,0.75,0.5833,0.5833,7
20201222_13,45,0.5,0.5,0.75,0.5833,0.5833,7
20201222_13,46,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,1,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,2,0.5,0.6016,0.75,0.6172,0.5833,7
20201222_14,3,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,4,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,5,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,6,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,7,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,8,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,9,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,10,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,11,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,12,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,13,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,14,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,15,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,16,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,17,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,18,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,19,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,20,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,21,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,22,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,23,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,24,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,25,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,26,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,27,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,28,0.5,0.75,0.75,0.6667,0.6667,8
20201222_14,29,0.4687,0.6875,0.75,0.6354,0.6667,8
20201222_14,30,0.25,0.25,0.75,0.4167,0.4167,5
20201222_14,31,0.25,0.25,0.75,0.4167,0.4167,5
20201222_14,32,0.25,0.25,0.75,0.4167,0.4167,5
20201222_14,33,0.25,0.25,0.75,0.4167,0.4167,5
20201222_14,34,0.25,0.25,0.75,0.4167,0.4167,5
20201222_14,35,0.25,0.25,0.75,0.4167,0.4167,5
20201222_14,36,0.25,0.25,0.75,0.4167,0.4167,5
20201222_14,37,0.25,0.25,0.75,0.4167,0.4167,5
20201222_14,38,0.2578,0.2813,0.75,0.4297,0.4167,5
20201222_14,39,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,40,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,41,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,42,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,43,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,44,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,45,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,46,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,47,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,48,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,49,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,50,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,51,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,52,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,53,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,54,0.5,0.5,0.75,0.5833,0.5833,7
20201222_14,55,0.5,0.5,0.75,0.5833,0.5833,7
20201229_01,1,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,2,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,3,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,4,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,5,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,6,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,7,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,8,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,9,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,10,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,11,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,12,0.5,0.75,0.75,0.6667,0.6667,8
20201229_01,13,0.6562,0.75,0.75,0.7188,0.75,9
20201229_01,14,0.7812,0.75,0.75,0.7604,0.75,9
20201229_01,15,1.0,0.75,0.75,0.8333,0.8333,10
20201229_01,16,0.8438,0.75,0.75,0.7812,0.75,9
20201229_01,17,0.75,0.75,0.75,0.75,0.75,9
20201229_01,18,0.75,0.75,0.75,0.75,0.75,9
20201229_01,19,0.75,0.75,0.75,0.75,0.75,9
20201229_01,20,0.75,0.75,0.75,0.75,0.75,9
20201229_01,21,0.75,0.75,0.75,0.75,0.75,9
20201229_01,22,0.75,0.75,0.75,0.75,0.75,9
20201229_01,23,0.75,0.75,0.75,0.75,0.75,9
20201229_01,24,0.75,0.75,0.75,0.75,0.75,9
20201229_01,25,0.75,0.75,0.75,0.75,0.75,9
20201229_01,26,0.75,0.75,0.75,0.75,0.75,9
20201229_01,27,0.75,0.75,0.75,0.75,0.75,9
20201229_01,28,0.75,0.6641,0.75,0.7214,0.75,9
20201229_01,29,0.75,0.5,0.75,0.6667,0.6667,8
20201229_01,30,0.75,0.5,0.75,0.6667,0.6667,8
20201229_01,31,0.75,0.5,0.75,0.6667,0.6667,8
20201229_01,32,0.75,0.5,0.75,0.6667,0.6667,8
20201229_01,33,0.75,0.5,0.75,0.6667,0.6667,8
20201229_01,34,0.75,0.5,0.75,0.6667,0.6667,8
20201229_01,35,0.75,0.5,0.75,0.6667,0.6667,8
20201229_01,36,0.75,0.5,0.75,0.6667,0.6667,8
20201229_01,37,0.75,0.6563,0.75,0.7188,0.75,9
