session,clip,affective,visual,behavior,overall
20201222_10,219,0.5,0.5,0.5,0.5
20201222_10,220,0.5,0.5,0.5,0.5
20201222_10,221,0.5,0.5,0.5,0.5
20201222_10,222,0.5,0.5,0.5,0.5
20201222_10,223,0.5,0.5,0.5,0.5
20201222_10,224,0.5,0.5,0.5,0.5
20201222_10,225,0.5,0.5,0.5,0.5
20201222_10,226,0.5,0.5,0.5,0.5
20201222_10,227,0.5,0.5,0.5,0.5
20201222_10,228,0.5,0.5,0.5,0.5
20201222_10,229,0.5,0.5,0.5,0.5
20201222_10,230,0.5,0.5,0.5,0.5
20201222_10,231,0.5,0.5,0.5,0.5
20201222_10,232,0.5,0.5,0.5,0.5
20201222_10,233,0.5,0.5,0.5,0.5
20201222_10,234,0.5,0.5,0.5,0.5
20201222_10,235,0.5,0.5,0.5,0.5
20201222_10,236,0.5,0.5,0.5,0.5
20201222_10,237,0.5,0.5,0.5,0.5
20201222_10,238,0.5,0.5,0.5,0.5
20201222_10,239,0.5,0.5,0.5,0.5
20201222_10,240,0.5,0.5,0.5,0.5
20201222_10,241,0.5,0.5,0.5,0.5
20201222_10,242,0.5,0.5,0.5,0.5
20201222_10,243,0.5,0.5,0.5,0.5
20201222_10,244,0.5,0.5,0.5,0.5
20201222_10,245,0.5,0.5,0.5,0.5
20201222_10,246,0.5,0.5,0.5,0.5
20201222_10,247,0.5,0.5,0.5,0.5
20201222_10,248,0.5,0.5,0.5,0.5
20201222_10,249,0.5,0.5,0.5,0.5
20201222_10,250,0.5,0.5,0.5,0.5
20201222_10,251,0.5,0.5,0.5,0.5
20201222_10,252,0.5,0.5,0.5,0.5
20201222_10,253,0.5,0.5,0.5,0.5
20201222_10,254,0.5,0.5,0.5,0.5
20201222_10,255,0.5,0.5,0.5,0.5
20201222_10,256,0.5,0.5,0.5,0.5
20201222_10,257,0.5,0.5,0.5,0.5
20201222_10,258,0.5,0.5,0.5,0.5
20201222_10,259,0.5,0.5,0.5,0.5
20201222_10,260,0.5,0.5,0.5,0.5
20201222_10,261,0.5,0.5,0.5,0.5
20201222_10,262,0.5,0.5,0.5,0.5
20201222_10,263,0.5,0.5,0.5,0.5
20201222_10,264,0.5,0.5,0.5,0.5
20201222_10,265,0.5,0.5,0.5,0.5
20201222_10,266,0.5,0.5,0.5,0.5
20201222_10,267,0.5,0.5,0.5,0.5
20201222_10,268,0.5,0.5,0.5,0.5
20201222_10,269,0.5,0.5,0.5,0.5
20201222_10,270,0.5,0.5,0.5,0.5
20201222_10,271,0.5,0.5,0.5,0.5
20201222_10,272,0.5,0.5,0.5,0.5
20201222_10,273,0.5,0.5,0.5,0.5
20201222_10,274,0.5,0.5,0.5,0.5
20201222_10,275,0.5,0.5,0.5,0.5
20201222_10,276,0.5,0.5,0.5,0.5
20201222_10,277,0.5,0.5,0.5,0.5
20201222_10,278,0.5,0.5,0.5,0.5
20201222_10,279,0.5,0.5,0.5,0.5
20201222_10,280,0.5,0.5,0.5,0.5
20201222_10,281,0.5,0.5,0.5,0.5
20201222_10,282,0.5,0.5,0.5,0.5
20201222_10,283,0.5,0.5,0.5,0.5
20201222_10,284,0.5,0.5,0.5,0.5
20201222_10,285,0.5,0.5,0.5,0.5
20201222_10,286,0.5,0.5,0.5,0.5
20201222_10,287,0.5,0.5,0.5,0.5
20201222_10,288,0.5,0.5,0.5,0.5
20201222_10,289,0.5,0.5,0.5,0.5
20201222_10,290,0.5,0.5,0.5,0.5
20201222_10,291,0.5,0.5,0.5,0.5
20201222_10,292,0.5,0.5,0.5,0.5
20201222_10,293,0.5,0.5,0.5,0.5
20201222_10,294,0.5,0.5,0.5,0.5
20201222_10,295,0.5,0.5,0.5,0.5
20201222_10,296,0.5,0.5,0.5,0.5
20201222_10,297,0.5,0.5,0.5,0.5
20201222_10,298,0.5,0.5,0.5,0.5
20201222_10,299,0.5,0.5,0.5,0.5
20201222_10,300,0.5,0.5,0.5,0.5
20201222_10,301,0.5,0.5,0.5,0.5
20201222_11,1,1.0,0.75,0.75,0.8333
20201222_11,2,1.0,0.75,0.75,0.8333
20201222_11,3,1.0,0.75,0.75,0.8333
20201222_11,4,1.0,0.75,0.75,0.8333
20201222_11,5,0.9219,0.75,0.75,0.8073
20201222_11,6,0.75,0.75,0.75,0.75
20201222_11,7,0.75,0.75,0.75,0.75
20201222_11,8,0.75,0.75,0.75,0.75
20201222_11,9,0.75,0.75,0.75,0.75
20201222_11,10,0.75,0.75,0.75,0.75
20201222_11,11,0.75,0.75,0.75,0.75
20201222_11,12,0.75,0.75,0.75,0.75
20201222_11,13,0.75,0.75,0.75,0.75
20201222_11,14,0.75,0.75,0.75,0.75
20201222_11,15,0.75,0.75,0.75,0.75
20201222_11,16,0.75,0.75,0.75,0.75
20201222_11,17,0.75,0.75,0.75,0.75
20201222_11,18,0.75,0.75,0.75,0.75
20201222_11,19,0.75,0.75,0.75,0.75
20201222_11,20,0.75,0.75,0.75,0.75
20201222_11,21,0.75,0.75,0.75,0.75
20201222_11,22,0.75,0.75,0.75,0.75
20201222_11,23,0.75,0.75,0.75,0.75
20201222_11,24,0.75,0.75,0.75,0.75
20201222_11,25,0.75,0.75,0.75,0.75
20201222_11,26,0.75,0.75,0.75,0.75
20201222_11,27,0.75,0.75,0.75,0.75
20201222_11,28,0.75,0.75,0.75,0.75
20201222_11,29,0.75,0.75,0.75,0.75
20201222_11,30,0.75,0.75,0.75,0.75
20201222_11,31,0.75,0.75,0.75,0.75
20201222_11,32,0.7187,0.75,0.75,0.7396
20201222_11,33,0.5,0.75,0.75,0.6667
20201222_11,34,0.5,0.75,0.75,0.6667
20201222_11,35,0.5,0.75,0.75,0.6667
20201222_11,36,0.5,0.75,0.75,0.6667
20201222_11,37,0.5,0.75,0.75,0.6667
20201222_11,38,0.5,0.75,0.75,0.6667
20201222_11,39,0.5,0.6094,0.75,0.6198
20201222_11,40,0.5,0.5,0.75,0.5833
20201222_11,41,0.5,0.5,0.75,0.5833
20201222_11,42,0.5,0.5,0.75,0.5833
20201222_11,43,0.5,0.5,0.75,0.5833
20201222_11,44,0.5,0.5,0.75,0.5833
20201222_11,45,0.5,0.5,0.75,0.5833
20201222_11,46,0.5,0.5,0.75,0.5833
20201222_11,47,0.5,0.5,0.75,0.5833
20201222_11,48,0.5,0.5,0.75,0.5833
20201222_11,49,0.5,0.5,0.75,0.5833
20201222_11,50,0.5,0.5,0.75,0.5833
20201222_11,51,0.5,0.5,0.75,0.5833
20201222_11,52,0.5,0.5,0.75,0.5833
20201222_11,53,0.5,0.5,0.75,0.5833
20201222_11,54,0.5,0.5,0.75,0.5833
20201222_11,55,0.5,0.5,0.75,0.5833
20201222_11,56,0.5,0.5,0.75,0.5833
20201222_11,57,0.5,0.5,0.75,0.5833
20201222_11,58,0.5,0.5,0.75,0.5833
20201222_11,59,0.3984,0.6016,0.75,0.5833
20201222_11,60,0.25,0.75,0.75,0.5833
20201222_11,61,0.25,0.75,0.75,0.5833
20201222_11,62,0.25,0.75,0.75,0.5833
20201222_11,63,0.25,0.75,0.75,0.5833
20201222_11,64,0.25,0.75,0.75,0.5833
20201222_11,65,0.25,0.75,0.75,0.5833
20201222_11,66,0.25,0.75,0.75,0.5833
20201222_11,67,0.25,0.75,0.75,0.5833
20201222_11,68,0.7344,0.75,0.75,0.7448
20201222_11,69,0.75,0.75,0.75,0.75
20201222_11,70,0.75,0.75,0.75,0.75
20201222_11,71,0.75,0.75,0.75,0.75
20201222_11,72,0.75,0.75,0.75,0.75
20201222_11,73,0.75,0.75,0.75,0.75
20201222_11,74,0.5313,0.75,0.75,0.6771
20201222_11,75,0.5,0.75,0.75,0.6667
20201222_11,76,0.5,0.75,0.75,0.6667
20201222_11,77,0.5,0.75,0.75,0.6667
20201222_11,78,0.5,0.75,0.75,0.6667
20201222_11,79,0.5,0.75,0.75,0.6667
20201222_11,80,0.5,0.75,0.75,0.6667
20201222_11,81,0.5,0.75,0.75,0.6667
20201222_11,82,0.5,0.75,0.75,0.6667
20201222_11,83,0.5,0.75,0.75,0.6667
20201222_11,84,0.5,0.75,0.75,0.6667
20201222_11,85,0.5391,0.75,0.75,0.6797
20201222_11,86,0.75,0.75,0.75,0.75
20201222_11,87,0.75,0.75,0.75,0.75
20201222_11,88,0.75,0.75,0.75,0.75
20201222_11,89,0.75,0.75,0.75,0.75
20201222_11,90,0.75,0.75,0.75,0.75
20201222_11,91,0.75,0.75,0.75,0.75
20201222_11,92,0.75,0.75,0.75,0.75
20201222_11,93,0.75,0.75,0.75,0.75
20201222_11,94,0.75,0.75,0.75,0.75
20201222_11,95,0.75,0.75,0.75,0.75
20201222_11,96,0.75,0.75,0.75,0.75
20201222_11,97,0.75,0.75,0.75,0.75
20201222_11,98,0.75,0.75,0.75,0.75
20201222_11,99,0.75,0.75,0.75,0.75
20201222_11,100,0.75,0.75,0.75,0.75
20201222_11,101,0.75,0.75,0.75,0.75
20201222_11,102,0.75,0.75,0.75,0.75
20201222_11,103,0.75,0.75,0.75,0.75
20201222_11,104,0.75,0.75,0.75,0.75
20201222_11,105,0.75,0.75,0.75,0.75
20201222_11,106,0.75,0.75,0.75,0.75
20201222_11,107,0.75,0.75,0.75,0.75
20201222_11,108,0.75,0.75,0.75,0.75
20201222_11,109,0.75,0.75,0.75,0.75
20201222_11,110,0.75,0.75,0.75,0.75
20201222_11,111,0.75,0.75,0.75,0.75
20201222_11,112,0.75,0.75,0.75,0.75
20201222_11,113,0.75,0.75,0.75,0.75
20201222_11,114,0.75,0.75,0.75,0.75
20201222_11,115,0.75,0.75,0.75,0.75
20201222_11,116,0.75,0.75,0.75,0.75
20201222_11,117,0.75,0.75,0.75,0.75
20201222_11,118,0.75,0.75,0.75,0.75
20201222_11,119,0.75,0.75,0.75,0.75
20201222_11,120,0.75,0.75,0.75,0.75
20201222_11,121,0.75,0.75,0.75,0.75
20201222_11,122,0.75,0.75,0.75,0.75
20201222_11,123,0.75,0.75,0.75,0.75
20201222_11,124,0.75,0.75,0.75,0.75
20201222_11,125,0.75,0.75,0.75,0.75
20201222_11,126,0.75,0.75,0.75,0.75
20201222_11,127,0.75,0.75,0.75,0.75
20201222_11,128,0.75,0.75,0.75,0.75
20201222_11,129,0.75,0.75,0.75,0.75
20201222_11,130,0.75,0.75,0.75,0.75
20201222_11,131,0.75,0.75,0.75,0.75
20201222_11,132,0.75,0.75,0.75,0.75
20201222_11,133,0.75,0.75,0.75,0.75
20201222_11,134,0.75,0.75,0.75,0.75
20201222_11,135,0.75,0.75,0.75,0.75
20201222_11,136,0.75,0.75,0.75,0.75
20201222_11,137,0.75,0.75,0.75,0.75
20201222_11,138,0.75,0.75,0.75,0.75
20201222_11,139,0.75,0.75,0.75,0.75
20201222_11,140,0.75,0.75,0.75,0.75
20201222_11,141,0.75,0.75,0.75,0.75
20201222_11,142,0.75,0.75,0.75,0.75
20201222_11,143,0.75,0.75,0.75,0.75
20201222_11,144,0.75,0.75,0.75,0.75
20201222_11,145,0.75,0.75,0.75,0.75
20201222_11,146,0.75,0.75,0.75,0.75
20201222_11,147,0.75,0.75,0.75,0.75
20201222_11,148,0.75,0.75,0.75,0.75
20201222_11,149,0.75,0.75,0.75,0.75
20201222_11,150,0.75,0.75,0.75,0.75
20201222_11,151,0.75,0.75,0.75,0.75
20201222_11,152,0.75,0.75,0.75,0.75
20201222_11,153,0.75,0.75,0.75,0.75
20201222_11,154,0.75,0.75,0.75,0.75
20201222_11,155,0.75,0.75,0.75,0.75
20201222_11,156,0.75,0.75,0.75,0.75
20201222_11,157,0.75,0.75,0.75,0.75
20201222_11,158,0.75,0.75,0.75,0.75
20201222_11,159,0.75,0.75,0.75,0.75
20201222_11,160,0.75,0.75,0.75,0.75
20201222_11,161,0.75,0.75,0.75,0.75
20201222_11,162,0.75,0.75,0.75,0.75
20201222_11,163,0.75,0.75,0.75,0.75
20201222_11,164,0.75,0.75,0.75,0.75
20201222_11,165,0.75,0.75,0.75,0.75
20201222_11,166,0.75,0.75,0.75,0.75
20201222_11,167,0.75,0.75,0.75,0.75
20201222_11,168,0.75,0.75,0.75,0.75
20201222_11,169,0.75,0.75,0.75,0.75
20201222_11,170,0.75,0.75,0.75,0.75
20201222_11,171,0.75,0.75,0.75,0.75
20201222_11,172,0.75,0.75,0.75,0.75
20201222_11,173,0.75,0.75,0.75,0.75
20201222_11,174,0.75,0.75,0.75,0.75
20201222_11,175,0.75,0.75,0.75,0.75
20201222_11,176,0.75,0.75,0.75,0.75
20201222_11,177,0.75,0.75,0.75,0.75
20201222_11,178,0.75,0.75,0.75,0.75
20201222_11,179,0.75,0.75,0.75,0.75
20201222_11,180,0.75,0.75,0.75,0.75
20201222_11,181,0.75,0.75,0.75,0.75
20201222_11,182,0.75,0.75,0.75,0.75
20201222_11,183,0.75,0.75,0.75,0.75
20201222_11,184,0.75,0.75,0.75,0.75
20201222_11,185,0.75,0.75,0.75,0.75
20201222_11,186,0.75,0.75,0.75,0.75
20201222_11,187,0.75,0.75,0.75,0.75
20201222_11,188,0.75,0.75,0.75,0.75
20201222_11,189,0.75,0.75,0.75,0.75
20201222_11,190,0.75,0.75,0.75,0.75
20201222_11,191,0.75,0.75,0.75,0.75
20201222_11,192,0.75,0.75,0.75,0.75
20201222_11,193,0.75,0.75,0.75,0.75
20201222_11,194,0.75,0.75,0.75,0.75
20201222_11,195,0.75,0.75,0.75,0.75
20201222_11,196,0.75,0.75,0.75,0.75
20201222_11,197,0.75,0.75,0.75,0.75
20201222_11,198,0.75,0.75,0.75,0.75
20201222_11,199,0.75,0.75,0.75,0.75
20201222_11,200,0.75,0.75,0.75,0.75
20201222_11,201,0.75,0.75,0.75,0.75
20201222_11,202,0.75,0.75,0.75,0.75
20201222_11,203,0.75,0.75,0.75,0.75
20201222_11,204,0.75,0.75,0.75,0.75
20201222_11,205,0.75,0.75,0.75,0.75
20201222_11,206,0.75,0.75,0.75,0.75
20201222_11,207,0.75,0.75,0.75,0.75
20201222_11,208,0.75,0.75,0.75,0.75
20201222_11,209,0.75,0.75,0.75,0.75
20201222_11,210,0.75,0.75,0.75,0.75
20201222_11,211,0.75,0.75,0.75,0.75
20201222_11,212,0.75,0.75,0.75,0.75
20201222_11,213,0.75,0.75,0.75,0.75
20201222_11,214,0.75,0.75,0.75,0.75
20201222_11,215,0.5547,0.75,0.75,0.6849
20201222_11,216,0.5,0.75,0.75,0.6667
20201222_11,217,0.5,0.75,0.75,0.6667
20201222_11,218,0.5,0.75,0.75,0.6667
20201222_11,219,0.5,0.75,0.75,0.6667
20201222_11,220,0.5,0.75,0.75,0.6667
20201222_11,221,0.5,0.75,0.75,0.6667
20201222_11,222,0.5,0.75,0.75,0.6667
20201222_11,223,0.5,0.75,0.75,0.6667
20201222_11,224,0.5,0.75,0.75,0.6667
20201222_11,225,0.5,0.75,0.75,0.6667
20201222_11,226,0.5,0.75,0.75,0.6667
20201222_11,227,0.5,0.75,0.75,0.6667
20201222_11,228,0.5,0.75,0.75,0.6667
20201222_11,229,0.5,0.75,0.75,0.6667
20201222_11,230,0.5,0.75,0.75,0.6667
20201222_11,231,0.5,0.75,0.75,0.6667
20201222_11,232,0.5,0.75,0.75,0.6667
20201222_11,233,0.5,0.75,0.75,0.6667
20201222_11,234,0.5,0.75,0.75,0.6667
20201222_11,235,0.5,0.75,0.75,0.6667
20201222_11,236,0.5,0.75,0.75,0.6667
20201222_11,237,0.5,0.75,0.75,0.6667
20201222_11,238,0.5,0.75,0.75,0.6667
20201222_11,239,0.5,0.75,0.75,0.6667
20201222_11,240,0.5,0.75,0.75,0.6667
20201222_11,241,0.5,0.75,0.75,0.6667
20201222_11,242,0.5,0.75,0.75,0.6667
20201222_11,243,0.5,0.75,0.75,0.6667
20201222_11,244,0.5,0.75,0.75,0.6667
20201222_11,245,0.5,0.75,0.75,0.6667
20201222_11,246,0.5,0.75,0.75,0.6667
20201222_11,247,0.5,0.75,0.75,0.6667
20201222_11,248,0.5,0.75,0.75,0.6667
20201222_11,249,0.5,0.75,0.75,0.6667
20201222_11,250,0.5,0.75,0.75,0.6667
20201222_11,251,0.5,0.75,0.75,0.6667
20201222_11,252,0.5,0.75,0.75,0.6667
20201222_11,253,0.5,0.75,0.75,0.6667
20201222_11,254,0.5,0.75,0.75,0.6667
20201222_11,255,0.5,0.75,0.75,0.6667
20201222_11,256,0.5,0.75,0.75,0.6667
20201222_11,257,0.5,0.75,0.75,0.6667
20201222_11,258,0.5,0.75,0.75,0.6667
20201222_11,259,0.5,0.75,0.75,0.6667
20201222_11,260,0.5,0.75,0.75,0.6667
20201222_11,261,0.5,0.75,0.75,0.6667
20201222_11,262,0.5,0.75,0.75,0.6667
20201222_11,263,0.5,0.75,0.75,0.6667
20201222_11,264,0.5,0.75,0.75,0.6667
20201222_11,265,0.5,0.75,0.75,0.6667
20201222_11,266,0.5,0.75,0.75,0.6667
20201222_11,267,0.5,0.75,0.75,0.6667
20201222_11,268,0.5,0.75,0.75,0.6667
20201222_11,269,0.5,0.75,0.75,0.6667
20201222_11,270,0.5,0.75,0.75,0.6667
20201222_11,271,0.5,0.75,0.75,0.6667
20201222_11,272,0.5,0.6875,0.7188,0.6354
20201222_11,273,0.5,0.25,0.5,0.4167
20201222_11,274,0.5,0.25,0.5,0.4167
20201222_11,275,0.5,0.25,0.5,0.4167
20201222_11,276,0.5,0.25,0.5,0.4167
20201222_11,277,0.5,0.25,0.5,0.4167
20201222_11,278,0.5,0.25,0.5,0.4167
20201222_11,279,0.5,0.25,0.5,0.4167
20201222_11,280,0.5,0.25,0.5,0.4167
20201222_11,281,0.5,0.25,0.5,0.4167
20201222_11,282,0.5,0.25,0.5,0.4167
20201222_11,283,0.5,0.25,0.5,0.4167
20201222_12,1,0.5,0.75,0.5,0.5833
20201222_12,2,0.5,0.75,0.5,0.5833
20201222_12,3,0.5,0.75,0.5,0.5833
20201222_12,4,0.5,0.75,0.5,0.5833
20201222_12,5,0.5,0.75,0.5,0.5833
20201222_12,6,0.5,0.75,0.5,0.5833
20201222_12,7,0.5,0.75,0.5,0.5833
20201222_12,8,0.5,0.75,0.5,0.5833
20201222_12,9,0.5,0.75,0.5,0.5833
20201222_12,10,0.6562,0.75,0.5,0.6354
20201222_12,11,0.75,0.75,0.5,0.6667
20201222_12,12,0.75,0.75,0.5,0.6667
20201222_12,13,0.75,0.75,0.5,0.6667
20201222_12,14,0.75,0.75,0.5,0.6667
20201222_12,15,0.75,0.75,0.5,0.6667
20201222_12,16,0.75,0.75,0.5,0.6667
20201222_12,17,0.75,0.75,0.5,0.6667
20201222_12,18,0.75,0.75,0.5,0.6667
20201222_12,19,0.75,0.75,0.5,0.6667
20201222_12,20,0.75,0.75,0.5,0.6667
20201222_12,21,0.75,0.75,0.5,0.6667
20201222_12,22,0.75,0.75,0.5,0.6667
20201222_12,23,0.75,0.75,0.5,0.6667
20201222_12,24,0.75,0.75,0.5,0.6667
20201222_12,25,0.75,0.75,0.5,0.6667
20201222_12,26,0.75,0.75,0.5,0.6667
20201222_12,27,0.75,0.75,0.5,0.6667
20201222_12,28,0.75,0.75,0.5,0.6667
20201222_12,29,0.75,0.75,0.5,0.6667
20201222_12,30,0.75,0.75,0.5,0.6667
20201222_12,31,0.75,0.75,0.5,0.6667
20201222_12,32,0.75,0.75,0.5,0.6667
20201222_12,33,0.75,0.75,0.5,0.6667
20201222_12,34,0.75,0.75,0.5,0.6667
20201222_12,35,0.75,0.75,0.5,0.6667
20201222_12,36,0.75,0.75,0.5,0.6667
20201222_12,37,0.75,0.75,0.5,0.6667
20201222_12,38,0.75,0.75,0.5,0.6667
20201222_12,39,0.75,0.75,0.5,0.6667
20201222_12,40,0.75,0.75,0.5,0.6667
20201222_12,41,0.75,0.75,0.5,0.6667
20201222_12,42,0.75,0.75,0.5,0.6667
20201222_12,43,0.75,0.75,0.5,0.6667
20201222_12,44,0.75,0.75,0.5,0.6667
20201222_12,45,0.75,0.75,0.5,0.6667
20201222_12,46,0.75,0.75,0.5,0.6667
20201222_12,47,0.75,0.75,0.5,0.6667
20201222_12,48,0.75,0.75,0.5,0.6667
20201222_12,49,0.75,0.75,0.5,0.6667
20201222_12,50,0.75,0.75,0.5,0.6667
20201222_12,51,0.75,0.75,0.5,0.6667
20201222_12,52,0.75,0.75,0.5,0.6667
20201222_12,53,0.75,0.75,0.5,0.6667
20201222_12,54,0.75,0.75,0.5,0.6667
20201222_12,55,0.75,0.75,0.5,0.6667
20201222_12,56,0.75,0.75,0.5,0.6667
20201222_12,57,0.75,0.75,0.5,0.6667
20201222_12,58,0.75,0.75,0.5,0.6667
20201222_12,59,0.75,0.75,0.5,0.6667
20201222_12,60,0.75,0.75,0.5,0.6667
20201222_12,61,0.75,0.75,0.5,0.6667
20201222_12,62,0.75,0.75,0.5,0.6667
20201222_12,63,0.75,0.75,0.5,0.6667
20201222_12,64,0.75,0.75,0.5,0.6667
20201222_12,65,0.75,0.75,0.5,0.6667
20201222_12,66,0.75,0.75,0.5,0.6667
20201222_12,67,0.75,0.75,0.5,0.6667
20201222_12,68,0.75,0.75,0.5,0.6667
20201222_12,69,0.75,0.75,0.5,0.6667
20201222_12,70,0.75,0.75,0.5,0.6667
20201222_12,71,0.75,0.75,0.5,0.6667
20201222_12,72,0.75,0.75,0.5,0.6667
20201222_12,73,0.75,0.75,0.5,0.6667
20201222_12,74,0.75,0.75,0.5,0.6667
20201222_12,75,0.75,0.75,0.5,0.6667
20201222_12,76,0.75,0.75,0.5,0.6667
20201222_12,77,0.75,0.75,0.5,0.6667
20201222_12,78,0.75,0.75,0.5,0.6667
20201222_12,79,0.75,0.75,0.5,0.6667
20201222_12,80,0.75,0.75,0.5,0.6667
20201222_12,81,0.75,0.75,0.5,0.6667
20201222_12,82,0.75,0.75,0.5,0.6667
20201222_12,83,0.75,0.75,0.5,0.6667
20201222_12,84,0.75,0.75,0.5,0.6667
20201222_12,85,0.75,0.75,0.5,0.6667
20201222_12,86,0.75,0.75,0.5,0.6667
20201222_12,87,0.75,0.75,0.5,0.6667
20201222_12,88,0.75,0.75,0.5,0.6667
20201222_12,89,0.75,0.75,0.5,0.6667
20201222_12,90,0.75,0.75,0.5,0.6667
20201222_12,91,0.75,0.75,0.5,0.6667
20201222_12,92,0.75,0.75,0.5,0.6667
20201222_12,93,0.75,0.75,0.5,0.6667
20201222_12,94,0.75,0.75,0.5,0.6667
20201222_12,95,0.75,0.75,0.5,0.6667
20201222_12,96,0.75,0.75,0.5,0.6667
20201222_12,97,0.75,0.75,0.5,0.6667
20201222_12,98,0.75,0.75,0.5,0.6667
20201222_12,99,0.75,0.75,0.5,0.6667
20201222_12,100,0.75,0.75,0.5,0.6667
20201222_12,101,0.75,0.75,0.5,0.6667
20201222_12,102,0.75,0.75,0.5,0.6667
20201222_12,103,0.75,0.75,0.5,0.6667
20201222_12,104,0.75,0.75,0.5,0.6667
20201222_12,105,0.75,0.75,0.5,0.6667
20201222_12,106,0.75,0.75,0.5,0.6667
20201222_12,107,0.75,0.75,0.5,0.6667
20201222_12,108,0.75,0.75,0.5,0.6667
20201222_12,109,0.75,0.75,0.5,0.6667
20201222_12,110,0.75,0.75,0.5,0.6667
20201222_12,111,0.75,0.75,0.5,0.6667
20201222_12,112,0.75,0.75,0.5,0.6667
20201222_12,113,0.75,0.75,0.5,0.6667
20201222_12,114,0.75,0.75,0.5,0.6667
20201222_12,115,0.75,0.75,0.5,0.6667
20201222_12,116,0.75,0.75,0.5,0.6667
20201222_12,117,0.75,0.75,0.5,0.6667
20201222_12,118,0.75,0.75,0.5,0.6667
20201222_12,119,0.75,0.75,0.5,0.6667
20201222_12,120,0.75,0.75,0.5,0.6667
20201222_12,121,0.75,0.75,0.5,0.6667
20201222_12,122,0.75,0.75,0.5,0.6667
20201222_12,123,0.75,0.75,0.5,0.6667
20201222_12,124,0.75,0.75,0.5,0.6667
20201222_12,125,0.75,0.75,0.5,0.6667
20201222_12,126,0.75,0.75,0.5,0.6667
20201222_12,127,0.75,0.75,0.5,0.6667
20201222_12,128,0.75,0.75,0.5,0.6667
20201222_12,129,0.75,0.75,0.5,0.6667
20201222_12,130,0.75,0.75,0.5,0.6667
20201222_12,131,0.75,0.75,0.5,0.6667
20201222_12,132,0.75,0.75,0.5,0.6667
20201222_12,133,0.75,0.75,0.5,0.6667
20201222_12,134,0.75,0.75,0.5,0.6667
20201222_12,135,0.75,0.75,0.5,0.6667
20201222_12,136,0.75,0.75,0.5,0.6667
20201222_12,137,0.75,0.75,0.5,0.6667
20201222_12,138,0.75,0.75,0.5,0.6667
20201222_12,139,0.75,0.75,0.5,0.6667
20201222_12,140,0.75,0.75,0.5,0.6667
20201222_12,141,0.75,0.75,0.5,0.6667
20201222_12,142,0.75,0.75,0.5,0.6667
20201222_12,143,0.75,0.75,0.5,0.6667
20201222_12,144,0.75,0.75,0.5,0.6667
20201222_12,145,0.75,0.75,0.5,0.6667
20201222_12,146,0.75,0.75,0.5,0.6667
20201222_12,147,0.75,0.75,0.5,0.6667
20201222_12,148,0.75,0.75,0.5,0.6667
20201222_12,149,0.75,0.75,0.5,0.6667
20201222_12,150,0.75,0.75,0.5,0.6667
20201222_12,151,0.75,0.75,0.5,0.6667
20201222_12,152,0.75,0.75,0.5,0.6667
20201222_12,153,0.75,0.75,0.5,0.6667
20201222_12,154,0.75,0.75,0.5,0.6667
20201222_12,155,0.75,0.75,0.5,0.6667
20201222_12,156,0.75,0.75,0.5,0.6667
20201222_12,157,0.75,0.75,0.5,0.6667
20201222_12,158,0.75,0.75,0.5,0.6667
20201222_12,159,0.75,0.6094,0.5,0.6198
20201222_12,160,0.75,0.5,0.5,0.5833
20201222_12,161,0.75,0.5,0.5,0.5833
20201222_12,162,0.75,0.5,0.5,0.5833
20201222_12,163,0.75,0.5,0.5,0.5833
20201222_12,164,0.75,0.5,0.5,0.5833
20201222_12,165,0.75,0.5,0.5,0.5833
20201222_12,166,0.75,0.5,0.5,0.5833
20201222_12,167,0.75,0.5,0.5,0.5833
20201222_12,168,0.75,0.5,0.5,0.5833
20201222_12,169,0.75,0.5,0.5,0.5833
20201222_12,170,0.75,0.5,0.5,0.5833
20201222_12,171,0.75,0.5,0.5,0.5833
20201222_12,172,0.75,0.5,0.5,0.5833
20201222_12,173,0.75,0.5078,0.5,0.5859
20201222_12,174,0.75,0.75,0.5,0.6667
20201222_12,175,0.75,0.75,0.5,0.6667
20201222_12,176,0.75,0.75,0.5,0.6667
20201222_12,177,0.75,0.75,0.5,0.6667
20201222_12,178,0.75,0.75,0.5,0.6667
20201222_12,179,0.75,0.75,0.5,0.6667
20201222_12,180,0.75,0.75,0.5,0.6667
20201222_12,181,0.75,0.75,0.5,0.6667
20201222_12,182,0.75,0.75,0.5,0.6667
20201222_12,183,0.75,0.75,0.5,0.6667
20201222_12,184,0.75,0.75,0.5,0.6667
20201222_12,185,0.75,0.75,0.5,0.6667
20201222_12,186,0.75,0.75,0.5,0.6667
20201222_12,187,0.75,0.75,0.5,0.6667
20201222_12,188,0.75,0.75,0.5,0.6667
20201222_12,189,0.75,0.75,0.5,0.6667
20201222_12,190,0.75,0.75,0.5,0.6667
20201222_12,191,0.75,0.75,0.5,0.6667
20201222_12,192,0.75,0.75,0.5,0.6667
20201222_12,193,0.75,0.75,0.5,0.6667
20201222_12,194,0.75,0.75,0.5,0.6667
20201222_12,195,0.75,0.75,0.5,0.6667
20201222_12,196,0.6172,0.75,0.3672,0.5781
20201222_12,197,0.5,0.75,0.25,0.5
20201222_12,198,0.5,0.75,0.25,0.5
20201222_12,199,0.5,0.75,0.25,0.5
20201222_12,200,0.5,0.75,0.25,0.5
20201222_12,201,0.5,0.75,0.25,0.5
20201222_12,202,0.5,0.75,0.25,0.5
